time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-16T00:48:12.360Z,33.4753333,-116.5646667,9.05,0.81,ml,29,79,0.03684,0.21,ci,ci37339632,2015-03-16T18:22:47.802Z,"13km SE of Anza, California",earthquake
2015-03-16T00:47:54.180Z,38.3381667,-122.2041667,9.01,1.89,md,47,89,0.05837,0.16,nc,nc72412000,2015-03-17T00:32:04.533Z,"8km ENE of Napa, California",earthquake
2015-03-16T00:38:13.000Z,64.8013,-147.5873,13.1,0.3,ml,12,82.7999933760005,,0.41,ak,ak11529576,2015-03-19T02:19:19.980Z,"2km W of Badger, Alaska",earthquake
2015-03-16T00:37:56.000Z,60.1625,-140.9319,10.3,1.2,ml,14,104.399991648001,,0.43,ak,ak11529577,2015-03-19T02:19:14.673Z,"84km E of Cape Yakataga, Alaska",earthquake
2015-03-16T00:36:45.270Z,38.825,-122.8301667,3.02,1.77,md,56,27,0.004239,0.04,nc,nc72411995,2015-03-18T21:21:11.773Z,"8km NW of The Geysers, California",earthquake
2015-03-16T00:30:24.000Z,53.6184,-167.644,13.2,2.1,ml,13,187.199985024001,,0.6,ak,ak11529575,2015-03-19T02:19:19.428Z,"78km WSW of Dutch Harbor, Alaska",earthquake
2015-03-16T00:28:02.450Z,-18.2516,-177.9303,612.82,4.4,mb,,94,3.855,0.6,us,us10001mnj,2015-03-16T08:30:34.802Z,"277km NNE of Ndoi Island, Fiji",earthquake
2015-03-16T00:21:42.000Z,52.0792,-170.929,29.4,2.8,ml,12,219.599982432001,,0.68,ak,ak11531804,2015-03-19T02:21:39.788Z,"50km SSE of Amukta Island, Alaska",earthquake
2015-03-16T00:12:43.230Z,36.0628333,-117.5975,1.94,0.23,ml,6,202,0.1224,0.1,ci,ci37339608,2015-03-16T17:41:01.341Z,"31km ENE of Little Lake, California",earthquake
2015-03-16T00:10:33.050Z,36.9268333,-113.0753333,26.28,0.93,md,7,175,0.159,0.17,uu,uu60104667,2015-03-16T19:25:09.990Z,"11km SW of Colorado City, Arizona",earthquake
2015-03-16T00:09:10.770Z,48.2518333,-123.2261667,37.75,1.89,ml,14,165,0.1749,0.14,uw,uw60984911,2015-03-16T16:02:58.890Z,"19km NNE of Port Angeles East, Washington",earthquake
2015-03-16T00:00:27.730Z,37.5521667,-113.0675,11.33,0.62,md,5,118,0.046,0.02,uu,uu60104662,2015-03-16T19:20:30.340Z,"13km S of Cedar City, Utah",earthquake
2015-03-15T23:58:29.770Z,36.1016667,-117.8955,3.97,0.58,ml,12,144,0.03662,0.13,ci,ci37339600,2015-03-16T17:48:38.728Z,"8km NE of Coso Junction, California",earthquake
2015-03-15T23:57:09.000Z,64.5781,-151.6244,16.9,1.2,ml,11,125.999989920001,0.5506673,0.85,ak,ak11531296,2015-03-18T17:20:41.839Z,"66km SW of Manley Hot Springs, Alaska",earthquake
2015-03-15T23:55:12.890Z,36.0645,-117.5871667,0.02,1.35,ml,13,102,0.1271,0.29,ci,ci37339592,2015-03-16T17:53:44.990Z,"32km ENE of Little Lake, California",earthquake
2015-03-15T23:48:49.000Z,62.5834,-151.2091,83.6,1.3,ml,10,111.599991072001,0.4707172,0.3,ak,ak11531295,2015-03-18T17:20:39.804Z,"63km WNW of Talkeetna, Alaska",earthquake
2015-03-15T23:43:41.410Z,36.7698333,-121.4,10.65,0.35,md,16,105,0.02674,0.09,nc,nc72411980,2015-03-19T03:07:05.067Z,"5km SSW of Ridgemark, California",earthquake
2015-03-15T23:40:59.260Z,34.2238333,-117.5086667,9.37,1.59,ml,55,43,0.01782,0.25,ci,ci37339584,2015-03-16T18:23:34.300Z,"4km SSW of Lytle Creek, California",earthquake
2015-03-15T23:31:21.000Z,63.3014,-149.9856,100.5,2.4,ml,36,46.7999962560003,0.2012226,0.47,ak,ak11529512,2015-03-18T17:19:11.077Z,"52km W of Cantwell, Alaska",earthquake
2015-03-15T23:17:17.200Z,-0.5154,122.3195,31.5,5.9,mwb,,16,0.691,1.16,us,us10001mm0,2015-03-17T04:43:51.000Z,"70km NW of Luwuk, Indonesia",earthquake
2015-03-15T23:12:18.660Z,36.025,-117.7141667,1.7,0.4,ml,10,122,0.04142,0.17,ci,ci37339552,2015-03-16T18:00:52.253Z,"20km ENE of Little Lake, California",earthquake
2015-03-15T23:07:04.000Z,63.8694,-149.4467,123.5,1.4,ml,10,111.599991072001,0.2632064,0.36,ak,ak11531293,2015-03-18T17:20:37.801Z,"23km W of Healy, Alaska",earthquake
2015-03-15T23:02:41.000Z,64.9959,-147.3807,0,1.3,ml,15,68.3999945280004,0.1230692,0.42,ak,ak11529508,2015-03-18T17:19:10.446Z,"23km NE of Fairbanks, Alaska",earthquake
2015-03-15T22:54:15.170Z,37.5001667,-118.8475,8.17,0.38,md,14,109,0.09089,0.03,nc,nc72411975,2015-03-16T19:06:05.501Z,"19km SSE of Mammoth Lakes, California",earthquake
2015-03-15T22:47:35.450Z,-26.1539,-11.4976,14.49,5.4,mb,,81,11.475,0.45,us,us10001mlp,2015-03-16T06:50:10.107Z,"Southern Mid-Atlantic Ridge",earthquake
2015-03-15T22:33:45.000Z,63.9631,-148.8098,113.6,1.2,ml,10,129.599989632001,0.2371552,0.35,ak,ak11531291,2015-03-18T17:20:35.751Z,"14km NNE of Healy, Alaska",earthquake
2015-03-15T22:33:41.750Z,38.9675,-123.2646667,6.81,1.12,md,8,75,0.06247,0.09,nc,nc72411970,2015-03-16T23:20:05.159Z,"9km ESE of Boonville, California",earthquake
2015-03-15T22:30:07.930Z,36.059,-117.5836667,1.1,1.48,ml,24,103,0.1234,0.15,ci,ci37339528,2015-03-16T18:22:54.002Z,"32km ENE of Little Lake, California",earthquake
2015-03-15T22:23:06.000Z,61.8643,-151.3375,76.2,1.5,ml,12,107.999991360001,0.1464254,0.22,ak,ak11529449,2015-03-18T17:21:08.036Z,"69km WNW of Willow, Alaska",earthquake
2015-03-15T22:16:15.000Z,61.8788,-151.3373,73.3,1.5,ml,14,104.399991648001,0.1356456,0.24,ak,ak11531289,2015-03-18T17:20:33.815Z,"70km WNW of Willow, Alaska",earthquake
2015-03-15T22:10:23.000Z,59.8061,-151.4324,51.2,1.7,ml,10,79.1999936640005,0.1850529,0.3,ak,ak11529447,2015-03-18T17:21:07.124Z,"10km NW of Fritz Creek, Alaska",earthquake
2015-03-15T22:01:56.550Z,37.9853333,-121.8551667,15.6,1.63,md,11,225,0.03237,0.07,nc,nc72411960,2015-03-18T00:12:04.831Z,"4km WSW of Antioch, California",earthquake
2015-03-15T22:00:52.000Z,63.0309,-150.176,89,1.2,ml,7,115.199990784001,0.4213099,0.4,ak,ak11531287,2015-03-18T17:20:31.715Z,"73km WSW of Cantwell, Alaska",earthquake
2015-03-15T21:47:40.550Z,33.6818333,-116.722,18.07,0,ml,16,100,0.02998,0.09,ci,ci37339504,2015-03-16T18:26:06.913Z,"6km S of Idyllwild, California",earthquake
2015-03-15T21:37:26.000Z,65.1646,-149.0182,13.6,0.6,ml,8,190.799984736001,0.1446288,0.46,ak,ak11529435,2015-03-18T17:21:14.198Z,"59km NW of Ester, Alaska",earthquake
2015-03-15T21:36:18.190Z,36.0625,-117.5866667,1.08,1.83,ml,29,69,,0.17,ci,ci37339496,2015-03-16T21:55:50.364Z,"32km ENE of Little Lake, California",earthquake
2015-03-15T21:29:58.140Z,-15.0892,166.7743,58.35,5.3,mb,,57,6.952,0.93,us,us10001ml5,2015-03-16T05:32:41.488Z,"29km W of Port-Olry, Vanuatu",earthquake
2015-03-15T21:19:13.750Z,-9.7146,112.8514,40.33,4.5,mb,,89,1.782,1.12,us,us10001ml0,2015-03-16T05:21:57.067Z,"145km S of Krajan Tambakrejo, Indonesia",earthquake
2015-03-15T21:17:01.000Z,61.5694,-151.0439,76.7,1.5,ml,11,107.999991360001,0.1769681,0.18,ak,ak11529386,2015-03-18T17:21:12.148Z,"56km WSW of Willow, Alaska",earthquake
2015-03-15T21:15:10.530Z,38.7926674,-122.7480011,2.09,1.16,md,18,56,0.0129,0.02,nc,nc72411955,2015-03-16T04:19:06.593Z,"1km NNE of The Geysers, California",earthquake
2015-03-15T21:14:26.000Z,61.3612,-140.035,7.4,1.4,ml,13,205.199983584001,0.4599374,0.57,ak,ak11531284,2015-03-18T17:20:28.956Z,"152km WNW of Haines Junction, Canada",earthquake
2015-03-15T21:09:41.020Z,38.8066667,-122.7916667,1.04,0.82,md,25,57,0.01081,0.02,nc,nc72411950,2015-03-19T02:34:04.979Z,"4km NW of The Geysers, California",earthquake
2015-03-15T21:07:29.000Z,61.5858,-147.4053,20.1,1.7,ml,28,43.1999965440003,0.2497316,0.61,ak,ak11529382,2015-03-18T17:19:12.256Z,"75km NW of Valdez, Alaska",earthquake
2015-03-15T21:06:11.000Z,52.3942,-168.963,23.4,3.9,ml,19,215.999982720001,0.58121,0.83,ak,ak11529380,2015-03-18T17:21:50.670Z,"60km S of Nikolski, Alaska",earthquake
2015-03-15T21:02:13.000Z,62.7952,-150.7487,87.2,1.4,ml,12,75.5999939520005,0.4482593,0.35,ak,ak11531281,2015-03-18T17:20:26.819Z,"61km NNW of Talkeetna, Alaska",earthquake
2015-03-15T20:56:01.390Z,36.0138333,-120.9413333,10.17,1.47,md,39,52,0.04359,0.07,nc,nc72411940,2015-03-17T00:39:06.877Z,"27km SE of King City, California",earthquake
2015-03-15T20:44:02.701Z,40.2506,-119.5531,0,0.27,ml,4,284.19,0.159,0.085,nn,nn00487238,2015-03-17T22:35:36.485Z,"39km SSW of Gerlach-Empire, Nevada",earthquake
2015-03-15T20:41:32.000Z,63.0934,-150.4418,106.8,1.4,ml,15,57.5999953920004,0.3620211,0.35,ak,ak11531280,2015-03-18T17:20:24.747Z,"81km WSW of Cantwell, Alaska",earthquake
2015-03-15T20:39:31.470Z,38.7924995,-122.7478333,1.79,0.37,md,7,80,0.01268,0.02,nc,nc72411935,2015-03-15T21:03:06.597Z,"1km NNE of The Geysers, California",earthquake
2015-03-15T20:39:04.000Z,61.5798,-147.4164,19.9,1.6,ml,22,43.1999965440003,0.2551215,0.58,ak,ak11529376,2015-03-18T17:19:11.664Z,"75km NW of Valdez, Alaska",earthquake
2015-03-15T20:38:24.070Z,38.8393326,-122.8388367,6.78,0.43,md,7,174,0.002719,0.02,nc,nc72411930,2015-03-15T20:53:04.123Z,"9km NW of The Geysers, California",earthquake
2015-03-15T20:25:01.350Z,32.7448333,-115.4958333,10.57,1.91,ml,18,118,0.07311,0.26,ci,ci37339384,2015-03-16T21:51:23.574Z,"4km ENE of Heber, California",earthquake
2015-03-15T20:23:48.890Z,44.2415,-110.7805,3.06,1.3,md,7,111,0.034,0.04,uu,uu60104657,2015-03-16T19:17:53.050Z,"24km S of Old Faithful Geyser, Wyoming",earthquake
2015-03-15T20:21:07.420Z,36.7437,71.3891,173.8,4.4,mb,,69,0.754,0.57,us,us10001mk9,2015-03-16T04:23:51.420Z,"14km WNW of Ashkasham, Afghanistan",earthquake
2015-03-15T20:19:18.660Z,38.816,-122.8283333,2.68,0.54,md,26,54,0.007152,0.04,nc,nc72411925,2015-03-17T06:58:48.620Z,"7km NW of The Geysers, California",earthquake
2015-03-15T20:12:36.000Z,60.0634,-139.7463,10.2,1.2,ml,8,190.799984736001,0.1230692,0.48,ak,ak11531278,2015-03-18T17:20:22.695Z,"57km N of Yakutat, Alaska",earthquake
2015-03-15T20:11:18.000Z,60.0383,-139.7937,11,1.2,ml,6,172.799986176001,0.1158827,0.2,ak,ak11531277,2015-03-18T17:20:20.688Z,"54km N of Yakutat, Alaska",earthquake
2015-03-15T20:10:53.000Z,60.0256,-139.7999,13.1,1.2,ml,9,169.199986464001,0.1086961,0.53,ak,ak11531276,2015-03-18T17:20:18.769Z,"53km N of Yakutat, Alaska",earthquake
2015-03-15T20:05:19.000Z,53.5196,-165.4715,58.6,3.3,ml,23,201.599983872001,0.6036679,0.36,ak,ak11529365,2015-03-18T17:21:46.353Z,"71km SSE of Akutan, Alaska",earthquake
2015-03-15T20:02:51.050Z,33.4758333,-116.5658333,9.67,0.94,ml,28,81,0.03575,0.24,ci,ci37339352,2015-03-16T18:23:12.621Z,"13km SE of Anza, California",earthquake
2015-03-15T19:50:43.610Z,37.561,-118.8278333,10.19,0.25,md,9,295,0.02899,0.02,nc,nc72411920,2015-03-19T02:24:04.962Z,"16km SE of Mammoth Lakes, California",earthquake
2015-03-15T19:46:45.170Z,38.7913322,-122.7833328,3.44,0.66,md,14,132,0.00403,0.03,nc,nc72411915,2015-03-15T20:09:07.445Z,"2km NW of The Geysers, California",earthquake
2015-03-15T19:42:22.340Z,37.4875,-118.4003333,7.8,0.94,md,14,119,0.06238,0.07,nc,nc72411910,2015-03-19T02:56:05.038Z,"11km N of Dixon Lane-Meadow Creek, California",earthquake
2015-03-15T19:35:08.000Z,62.3926,-150.5205,68.7,1.3,ml,11,75.5999939520005,0.1194759,0.45,ak,ak11531274,2015-03-18T17:20:15.868Z,"22km WNW of Talkeetna, Alaska",earthquake
2015-03-15T19:30:02.200Z,38.8190002,-122.7631683,3.08,0.46,md,11,76,0.01261,0.03,nc,nc72411905,2015-03-15T19:59:04.937Z,"3km W of Cobb, California",earthquake
2015-03-15T19:23:34.770Z,38.7885017,-122.7456665,2.39,0.56,md,12,75,0.008745,0.02,nc,nc72411895,2015-03-15T19:38:04.071Z,"1km NE of The Geysers, California",earthquake
2015-03-15T19:23:14.000Z,55.5519,-161.7176,164.3,2.7,ml,8,187.199985024001,0.1329507,0.24,ak,ak11531273,2015-03-18T17:21:56.424Z,"75km ENE of Cold Bay, Alaska",earthquake
2015-03-15T19:20:23.000Z,60.1359,-139.6892,7.9,1.7,ml,15,129.599989632001,0.1832563,0.56,ak,ak11529324,2015-03-18T17:21:23.312Z,"65km N of Yakutat, Alaska",earthquake
2015-03-15T19:19:56.000Z,62.4671,-149.1022,47.9,1.8,ml,24,68.3999945280004,0.4410728,0.25,ak,ak11529321,2015-03-18T17:19:13.615Z,"51km NE of Y, Alaska",earthquake
2015-03-15T19:17:50.000Z,60.1397,-139.7133,0.1,1.7,ml,17,122.399990208001,0.1895445,0.68,ak,ak11529319,2015-03-18T17:19:05.678Z,"66km N of Yakutat, Alaska",earthquake
2015-03-15T19:12:59.620Z,42.1558333,-112.0915,8.24,1.21,md,11,197,0.131,0.06,uu,uu60104647,2015-03-16T19:13:13.510Z,"13km ESE of Malad City, Idaho",earthquake
2015-03-15T18:54:41.000Z,65.9129,-146.9986,8.9,1,ml,8,183.599985312001,0.7231438,0.81,ak,ak11529313,2015-03-18T17:19:06.995Z,"106km SW of Fort Yukon, Alaska",earthquake
2015-03-15T18:52:43.000Z,60.0503,-139.7642,10,1.2,ml,9,183.599985312001,0.1158827,0.46,ak,ak11531268,2015-03-18T17:21:21.198Z,"56km N of Yakutat, Alaska",earthquake
2015-03-15T18:42:45.870Z,-4.8884,101.6339,25.6,4.6,mb,,114,1.418,1.07,us,us10001mk0,2015-03-16T02:45:27.687Z,"139km SSW of Bengkulu, Indonesia",earthquake
2015-03-15T18:35:02.700Z,18.9545,-64.995,34,2.9,Md,4,334.8,0.69888929,0.17,pr,pr15074004,2015-03-16T02:37:37.313Z,"68km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-03-15T18:31:56.000Z,60.7833,-147.2544,22.5,1.3,ml,13,125.999989920001,0.1230692,0.55,ak,ak11531267,2015-03-18T17:20:11.735Z,"62km SW of Valdez, Alaska",earthquake
2015-03-15T18:28:20.000Z,59.8425,-153.0364,98.1,1.8,ml,12,244.799980416002,0.1158827,0.25,ak,ak11531266,2015-03-18T17:20:09.815Z,"68km W of Anchor Point, Alaska",earthquake
2015-03-15T18:23:18.000Z,65.905,-146.9678,4.8,2.9,ml,31,64.7999948160004,0.7078724,0.68,ak,ak11529274,2015-03-18T17:19:59.451Z,"105km SW of Fort Yukon, Alaska",earthquake
2015-03-15T18:15:57.440Z,34.3048333,-119.2533333,4.31,1.66,ml,20,172,0.05514,0.23,ci,ci37339280,2015-03-16T21:46:48.059Z,"4km NW of Ventura, California",earthquake
2015-03-15T18:15:00.260Z,36.606,-121.0856667,5.66,0.82,md,14,78,0.04616,0.05,nc,nc72411870,2015-03-19T02:55:05.036Z,"29km NE of Soledad, California",earthquake
2015-03-15T18:01:45.640Z,35.9738333,-120.9331667,6.23,0.89,md,9,188,0.06198,0.02,nc,nc72411855,2015-03-17T20:52:05.205Z,"27km N of Lake Nacimiento, California",earthquake
2015-03-15T17:59:34.040Z,38.7924995,-122.7590027,2.51,0.77,md,8,91,0.01971,0.01,nc,nc72411850,2015-03-15T18:14:04.936Z,"1km N of The Geysers, California",earthquake
2015-03-15T17:54:55.000Z,60.0964,-139.7436,10,1.2,ml,9,197.999984160001,0.1527136,0.71,ak,ak11531264,2015-03-18T17:20:07.721Z,"61km N of Yakutat, Alaska",earthquake
2015-03-15T17:39:28.000Z,60.0545,-139.7507,13,1.1,ml,8,187.199985024001,0.1158827,0.49,ak,ak11531263,2015-03-18T17:20:03.632Z,"56km N of Yakutat, Alaska",earthquake
2015-03-15T17:25:52.000Z,60.0177,-151.4175,52.3,1.3,ml,7,133.199989344001,0.3692076,0.13,ak,ak11531262,2015-03-18T17:19:58.696Z,"32km NNW of Fritz Creek, Alaska",earthquake
2015-03-15T17:25:13.000Z,66.348,-153.2633,13.7,2.3,ml,13,179.999985600001,0.413225,0.45,ak,ak11529267,2015-03-18T17:19:15.619Z,"35km SW of New Allakaket, Alaska",earthquake
2015-03-15T17:22:04.430Z,11.8858,-89.063,44.06,4.5,mb,,175,1.797,0.74,us,us10001mjq,2015-03-16T01:24:30.921Z,"164km SSW of Puerto El Triunfo, El Salvador",earthquake
2015-03-15T17:12:27.510Z,38.8333321,-122.8101654,2.75,1.17,md,18,52,0.009923,0.02,nc,nc72411835,2015-03-16T00:14:03.964Z,"7km W of Cobb, California",earthquake
2015-03-15T17:11:19.270Z,38.8336678,-122.8099976,2.63,0.86,md,15,56,0.01026,0.02,nc,nc72411825,2015-03-15T17:25:05.457Z,"7km W of Cobb, California",earthquake
2015-03-15T17:05:56.000Z,61.3142,-146.8701,31,1.5,ml,17,43.1999965440003,0.2892575,0.34,ak,ak11529230,2015-03-18T17:19:13.067Z,"34km NW of Valdez, Alaska",earthquake
2015-03-15T16:56:09.000Z,57.2326,-155.2255,45.6,2.1,ml,7,169.199986464001,0.7213472,0.41,ak,ak11531259,2015-03-18T17:19:55.793Z,"82km WSW of Larsen Bay, Alaska",earthquake
2015-03-15T16:44:32.580Z,-0.9246,123.1798,50.92,4.3,mb,,74,0.424,0.62,us,us10001mjh,2015-03-16T00:47:01.477Z,"43km E of Luwuk, Indonesia",earthquake
2015-03-15T16:25:37.780Z,13.7343,-92.8376,51.71,5.1,mb,,92,1.358,0.7,us,us10001mjg,2015-03-16T00:28:23.789Z,"110km SW of Ocos, Guatemala",earthquake
2015-03-15T16:24:31.580Z,38.9658,68.7859,28.38,4.5,mb,,115,2.317,0.94,us,us10001mjf,2015-03-16T00:27:01.623Z,"17km NW of Tagob, Tajikistan",earthquake
2015-03-15T16:15:43.670Z,34.0646667,-117.2983333,12.39,1.36,ml,65,31,0.03204,0.32,ci,ci37339224,2015-03-16T18:24:47.280Z,"2km SE of Colton, California",earthquake
2015-03-15T16:08:45.000Z,65.1731,-148.9506,2.7,0.5,ml,10,172.799986176001,0.1733748,0.38,ak,ak11529223,2015-03-18T17:19:06.289Z,"57km NW of Ester, Alaska",earthquake
2015-03-15T16:06:16.530Z,33.5243333,-115.8518333,7.61,1.48,ml,47,56,0.0409,0.3,ci,ci37339200,2015-03-16T18:24:54.600Z,"8km E of North Shore, California",earthquake
2015-03-15T16:03:19.760Z,33.5205,-115.851,7.79,1.1,ml,31,80,0.0375,0.16,ci,ci37339208,2015-03-16T18:51:10.155Z,"8km E of North Shore, California",earthquake
2015-03-15T16:02:22.440Z,37.6446667,-118.8675,6.59,0.23,md,8,121,0.02329,0.03,nc,nc72411820,2015-03-19T02:10:07.904Z,"9km E of Mammoth Lakes, California",earthquake
2015-03-15T15:54:38.500Z,36.0278333,-120.9873333,10.98,1.16,md,15,177,0.07958,0.05,nc,nc72411805,2015-03-17T01:00:08.458Z,"24km SSE of King City, California",earthquake
2015-03-15T15:52:11.890Z,37.6463333,-118.8676667,5.94,0.22,md,9,126,0.02323,0.03,nc,nc72411810,2015-03-17T23:35:05.760Z,"9km E of Mammoth Lakes, California",earthquake
2015-03-15T15:47:29.040Z,33.6053333,-116.8155,9.69,0.54,ml,22,82,0.03649,0.21,ci,ci37339176,2015-03-16T18:23:52.586Z,"14km WNW of Anza, California",earthquake
2015-03-15T15:44:18.000Z,62.1486,-148.6528,36.3,1,ml,9,111.599991072001,0.3719025,0.45,ak,ak11531256,2015-03-18T17:19:50.268Z,"40km NNE of Sutton-Alpine, Alaska",earthquake
2015-03-15T15:41:28.040Z,38.8165016,-122.8180008,3.55,0.69,md,7,95,0.01159,0.03,nc,nc72411800,2015-03-15T16:10:05.672Z,"6km NW of The Geysers, California",earthquake
2015-03-15T15:32:12.850Z,38.8208333,-122.8443333,0.04,0.12,md,14,78,0.007616,0.1,nc,nc72411795,2015-03-17T06:43:16.140Z,"9km WNW of The Geysers, California",earthquake
2015-03-15T15:31:21.130Z,36.6401667,-121.2576667,4.75,1.66,md,45,66,0.0291,0.06,nc,nc72411790,2015-03-17T03:19:04.745Z,"21km SSE of Ridgemark, California",earthquake
2015-03-15T15:26:09.000Z,60.6379,-149.7612,35.6,1.3,ml,11,118.799990496001,0.1581035,0.32,ak,ak11531255,2015-03-18T17:19:57.360Z,"56km ENE of Sterling, Alaska",earthquake
2015-03-15T15:19:19.730Z,33.7055,-116.7236667,18.81,1.14,ml,46,37,0.009729,0.19,ci,ci37339160,2015-03-16T18:23:56.142Z,"4km S of Idyllwild, California",earthquake
2015-03-15T15:17:21.840Z,36.6191667,-121.0721667,10.55,0.85,md,13,76,0.04309,0.07,nc,nc72411785,2015-03-17T23:32:04.417Z,"31km NE of Soledad, California",earthquake
2015-03-15T15:17:12.000Z,60.1918,-141.0169,12.8,0.9,ml,11,104.399991648001,0.1320523,0.3,ak,ak11529190,2015-03-18T17:19:08.343Z,"79km E of Cape Yakataga, Alaska",earthquake
2015-03-15T15:10:48.361Z,40.1003,-119.667,14.2821,0.24,ml,4,137.11,0.086,0.0208,nn,nn00487236,2015-03-17T22:29:09.390Z,"50km N of Spanish Springs, Nevada",earthquake
2015-03-15T15:05:06.570Z,38.8201675,-122.7854996,6.59,0.55,md,7,100,0.007857,0.04,nc,nc72411780,2015-03-15T21:10:05.966Z,"5km W of Cobb, California",earthquake
2015-03-15T14:58:33.280Z,38.8411674,-122.8268356,2.44,0.68,md,9,76,0.00723,0.02,nc,nc72411775,2015-03-15T15:27:14.588Z,"9km WNW of Cobb, California",earthquake
2015-03-15T14:56:04.800Z,32.9933333,-116.2301667,10.14,0.91,ml,17,68,0.1906,0.14,ci,ci37339144,2015-03-16T21:42:10.807Z,"19km SSW of Ocotillo Wells, California",earthquake
2015-03-15T14:51:34.280Z,38.8515015,-122.8566666,6.79,0.43,md,8,172,0.0148,0.05,nc,nc72411770,2015-03-15T15:16:05.908Z,"11km NW of The Geysers, California",earthquake
2015-03-15T14:50:46.400Z,38.8186667,-122.7826667,2.01,0.21,md,13,60,0.005617,0.02,nc,nc72411765,2015-03-17T07:16:05.096Z,"5km W of Cobb, California",earthquake
2015-03-15T14:46:49.930Z,32.8998333,-116.2715,4.51,0.94,ml,15,87,0.0227,0.26,ci,ci37339136,2015-03-16T18:24:12.722Z,"26km ENE of Pine Valley, California",earthquake
2015-03-15T14:30:00.860Z,44.002,-110.8661667,8.42,1.64,ml,16,131,0.145,0.13,uu,uu60104632,2015-03-16T19:09:04.670Z,"36km NNE of Driggs, Idaho",earthquake
2015-03-15T14:26:15.690Z,32.9011667,-116.2741667,5.11,0.98,ml,19,87,0.02351,0.21,ci,ci37339120,2015-03-16T21:38:20.501Z,"25km ENE of Pine Valley, California",earthquake
2015-03-15T14:22:55.530Z,-5.7905,130.3558,46.93,5.2,mb,,33,2.37,0.96,us,us10001mj9,2015-03-15T22:25:39.218Z,"261km NNW of Saumlaki, Indonesia",earthquake
2015-03-15T14:21:50.000Z,60.8911,-151.7882,81.9,1.4,ml,13,86.3999930880005,0.3692076,0.14,ak,ak11529159,2015-03-18T17:19:15.001Z,"35km NW of Nikiski, Alaska",earthquake
2015-03-15T14:03:46.360Z,37.4948333,-118.8433333,3.44,0.71,md,8,317,0.0957,0.04,nc,nc72411760,2015-03-16T18:29:05.890Z,"20km SSE of Mammoth Lakes, California",earthquake
2015-03-15T14:02:21.080Z,38.793335,-122.7590027,2.09,0.5,md,9,72,0.02012,0.02,nc,nc72411750,2015-03-15T14:17:06.157Z,"1km N of The Geysers, California",earthquake
2015-03-15T14:01:02.890Z,43.0819,76.9033,26.09,4.8,mb,,58,4.681,0.59,us,us10001mj7,2015-03-18T18:20:17.297Z,"19km SSW of Almaty, Kazakhstan",earthquake
2015-03-15T13:59:17.480Z,39.8088333,-121.8466667,16.58,2,md,16,58,0.09389,0.15,nc,nc72411745,2015-03-17T22:25:56.499Z,"12km W of Forest Ranch, California",earthquake
2015-03-15T13:57:10.000Z,63.8079,-147.0589,16.1,0.8,ml,10,208.799983296001,0.6018712,0.67,ak,ak11531252,2015-03-18T17:19:56.603Z,"69km WSW of Delta Junction, Alaska",earthquake
2015-03-15T13:48:23.000Z,64.6346,-138.3911,7.6,3.3,ml,49,129.599989632001,0.7141607,0.71,ak,ak11529155,2015-03-18T17:19:40.384Z,"81km NE of Dawson, Canada",earthquake
2015-03-15T13:39:07.820Z,33.279,-115.9938333,3.89,1.34,ml,40,73,0.006777,0.18,ci,ci37339096,2015-03-16T21:30:43.228Z,"4km WSW of Salton City, California",earthquake
2015-03-15T13:33:29.000Z,59.2565,-153.5688,105.8,2,ml,18,100.799991936001,0.1230692,0.45,ak,ak11531250,2015-03-18T17:19:59.533Z,"94km SE of Old Iliamna, Alaska",earthquake
2015-03-15T13:28:13.000Z,19.3815,-155.2423,2.3,1.7,Ml,,82.8,0.00898315,0.07,hv,hv60872736,2015-03-17T03:52:44.889Z,"5km S of Volcano, Hawaii",earthquake
2015-03-15T13:16:12.440Z,38.8421669,-122.8676682,2.1,0.28,md,9,97,0.002292,0.03,nc,nc72411740,2015-03-15T19:10:06.128Z,"12km W of Cobb, California",earthquake
2015-03-15T13:13:27.000Z,60.4243,-152.2521,17.4,1.4,ml,11,118.799990496001,0.2434434,0.37,ak,ak11529154,2015-03-18T17:19:14.182Z,"27km ESE of Redoubt Volcano, Alaska",earthquake
2015-03-15T13:08:29.000Z,61.3466,-150.0154,41.5,1.2,ml,10,97.1999922240006,0.2892575,0.55,ak,ak11529153,2015-03-18T17:19:09.836Z,"15km NNW of Anchorage, Alaska",earthquake
2015-03-15T12:50:14.240Z,35.7577,-97.3733,7.7,2.5,mb_lg,,38,0.076,0.44,us,us10001mmy,2015-03-16T15:24:12.528Z,"14km SSE of Guthrie, Oklahoma",earthquake
2015-03-15T12:42:40.460Z,47.3193333,-122.6676667,20.46,0.85,md,9,171,0.2426,0.08,uw,uw60984756,2015-03-15T20:10:31.870Z,"1km SW of Rosedale, Washington",earthquake
2015-03-15T12:36:07.710Z,33.573,-116.606,17.24,-0.25,ml,13,74,0.02146,0.13,ci,ci37339072,2015-03-16T18:32:53.966Z,"7km ENE of Anza, California",earthquake
2015-03-15T12:35:53.310Z,33.576,-116.608,16.18,0.5,ml,26,51,0.02101,0.1,ci,ci37339064,2015-03-16T21:14:29.707Z,"6km ENE of Anza, California",earthquake
